id,type,subject_id,school_id,access_code,versions,current_version,created_at
06c9da1b-1742-45bc-8424-c3b73fc53af0,mentor,929e80c8-b2f9-4a6d-a58c-44de84a7dd60,e31eb51b-9097-4a4a-9331-e808af62a3a9,8672,"[{""id"":""f5369587-1117-4304-b5b7-426f7e648717"",""maxScore"":40,""responses"":[{""score"":3,""criteriaId"":""mentoring_skills"",""selectedOption"":""Good mentoring skills with positive influence on mentees""},{""score"":2,""criteriaId"":""student_support"",""selectedOption"":""Basic support with limited follow-up""},{""score"":1,""criteriaId"":""program_coordination"",""selectedOption"":""Poor coordination with frequent organizational issues""},{""score"":2,""criteriaId"":""communication_skills"",""selectedOption"":""Basic communication with limited effectiveness""},{""score"":1,""criteriaId"":""problem_solving"",""selectedOption"":""Ineffective at resolving conflicts or problems""},{""score"":1,""criteriaId"":""professional_knowledge"",""selectedOption"":""Limited knowledge in area of expertise""},{""score"":2,""criteriaId"":""initiative_leadership"",""selectedOption"":""Limited initiative with basic leadership skills""},{""score"":3,""comment"":""All records are maintained well. some records are missing."",""criteriaId"":""record_keeping"",""selectedOption"":""Good record keeping with organized documentation""},{""score"":3,""comment"":""Good communication and cordination with  the parents."",""criteriaId"":""parent_community_engagement"",""selectedOption"":""Good engagement with positive community relationships""},{""score"":2,""criteriaId"":""reliability_commitment"",""selectedOption"":""Basic reliability with occasional lapses""}],""timestamp"":""2025-10-17T07:01:27.403Z"",""totalScore"":20},{""id"":""e6d632ac-5d7b-4dc7-a78d-5a7915bc2081"",""maxScore"":40,""responses"":[{""score"":3,""criteriaId"":""mentoring_skills"",""selectedOption"":""Good mentoring skills with positive influence on mentees""},{""score"":2,""criteriaId"":""student_support"",""selectedOption"":""Basic support with limited follow-up""},{""score"":1,""criteriaId"":""program_coordination"",""selectedOption"":""Poor coordination with frequent organizational issues""},{""score"":2,""criteriaId"":""communication_skills"",""selectedOption"":""Basic communication with limited effectiveness""},{""score"":1,""criteriaId"":""problem_solving"",""selectedOption"":""Ineffective at resolving conflicts or problems""},{""score"":1,""criteriaId"":""professional_knowledge"",""selectedOption"":""Limited knowledge in area of expertise""},{""score"":2,""criteriaId"":""initiative_leadership"",""selectedOption"":""Limited initiative with basic leadership skills""},{""score"":3,""comment"":""All records are maintained well. some records are missing."",""criteriaId"":""record_keeping"",""selectedOption"":""Good record keeping with organized documentation""},{""score"":3,""comment"":""Good communication and cordination with  the parents."",""criteriaId"":""parent_community_engagement"",""selectedOption"":""Good engagement with positive community relationships""},{""score"":2,""criteriaId"":""reliability_commitment"",""selectedOption"":""Basic reliability with occasional lapses""}],""timestamp"":""2025-10-24T06:55:16.638Z"",""totalScore"":20}]",1,2025-10-17 07:01:27.403+00
08119f03-9050-49b3-bd14-681a1dbfe5c5,teacher,f79a5067-4583-48e5-b8ab-3a746ef5d0a5,a574c405-8d97-445d-9fba-d544e10867a3,1912,"[{""id"":""6cd2cab0-2d69-4d68-a522-2a8ba06227bc"",""maxScore"":36,""responses"":[{""score"":2,""criteriaId"":""lesson_planning"",""selectedOption"":""Basic lesson plan exists but lacks detail and structure""},{""score"":2,""criteriaId"":""subject_knowledge"",""selectedOption"":""Basic subject knowledge with occasional inaccuracies""},{""score"":3,""criteriaId"":""teaching_methods"",""selectedOption"":""Uses multiple teaching strategies with some student engagement""},{""score"":3,""criteriaId"":""classroom_management"",""selectedOption"":""Good classroom management with clear rules and procedures""},{""score"":3,""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":3,""criteriaId"":""assessment_feedback"",""selectedOption"":""Regular assessment with constructive feedback""},{""score"":0,""comment"":""Didn't observe during the Audit "",""criteriaId"":""technology_integration"",""selectedOption"":""Not Applicable""},{""score"":3,""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-09-17T08:04:59.008Z"",""totalScore"":25},{""id"":""242c9f11-e3f6-4050-95b6-dd33b6f4ec08"",""maxScore"":36,""responses"":[{""score"":2,""criteriaId"":""lesson_planning"",""selectedOption"":""Basic lesson plan exists but lacks detail and structure""},{""score"":2,""criteriaId"":""subject_knowledge"",""selectedOption"":""Basic subject knowledge with occasional inaccuracies""},{""score"":3,""criteriaId"":""teaching_methods"",""selectedOption"":""Uses multiple teaching strategies with some student engagement""},{""score"":3,""criteriaId"":""classroom_management"",""selectedOption"":""Good classroom management with clear rules and procedures""},{""score"":3,""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":3,""criteriaId"":""assessment_feedback"",""selectedOption"":""Regular assessment with constructive feedback""},{""score"":0,""comment"":""Didn't observe during the Audit "",""criteriaId"":""technology_integration"",""selectedOption"":""Not Applicable""},{""score"":3,""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-09-25T05:18:31.209Z"",""totalScore"":25}]",1,2025-09-17 08:04:59.009+00
0882e1b4-70e7-4cf8-a252-e623eacbf6b4,teacher,1e7882ba-7987-4c17-b819-f80addf3dbbf,3ef86387-1ec3-47df-ba18-d1e95fa397cf,2882,"[{""id"":""71f8a6ab-c405-43ed-b225-964cd416e76e"",""maxScore"":36,""responses"":[{""score"":2,""criteriaId"":""lesson_planning"",""selectedOption"":""Basic lesson plan exists but lacks detail and structure""},{""score"":3,""criteriaId"":""subject_knowledge"",""selectedOption"":""Good subject knowledge with clear explanations""},{""score"":2,""criteriaId"":""teaching_methods"",""selectedOption"":""Limited variety in teaching methods, mostly teacher-centered""},{""score"":3,""criteriaId"":""classroom_management"",""selectedOption"":""Good classroom management with clear rules and procedures""},{""score"":3,""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":3,""criteriaId"":""assessment_feedback"",""selectedOption"":""Regular assessment with constructive feedback""},{""score"":0,""comment"":""Didn't observe during the Audit"",""criteriaId"":""technology_integration"",""selectedOption"":""Not Applicable""},{""score"":3,""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-09-10T09:23:01.536Z"",""totalScore"":25}]",0,2025-09-10 09:23:01.536+00
0a2f3da4-c074-4e10-a049-1b24e292a24f,teacher,f826bfc1-b40d-4f58-9cef-81eea0c4dc1d,c4186fe0-c9f0-484d-8a2d-51054571d3db,3916,"[{""id"":""c8a1879e-8351-436f-a09b-3da6fa3724d9"",""maxScore"":40,""responses"":[{""score"":2,""criteriaId"":""lesson_planning"",""selectedOption"":""Basic lesson plan exists but lacks detail and structure""},{""score"":1,""criteriaId"":""subject_knowledge"",""selectedOption"":""Limited subject knowledge with frequent errors""},{""score"":1,""criteriaId"":""teaching_methods"",""selectedOption"":""Uses only traditional lecture methods with no variety""},{""score"":2,""criteriaId"":""classroom_management"",""selectedOption"":""Basic classroom management with some behavioral issues""},{""score"":1,""comment"":""Teacher was teaching in kannada."",""criteriaId"":""student_interaction"",""selectedOption"":""Minimal interaction with students, poor communication""},{""score"":2,""criteriaId"":""assessment_feedback"",""selectedOption"":""Basic assessment with limited feedback""},{""score"":1,""criteriaId"":""technology_integration"",""selectedOption"":""No use of technology in teaching""},{""score"":1,""criteriaId"":""professional_development"",""selectedOption"":""No evidence of professional development activities""},{""score"":2,""criteriaId"":""collaboration"",""selectedOption"":""Limited collaboration with colleagues""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-11-10T09:46:37.216Z"",""totalScore"":16}]",0,2025-11-10 09:46:37.216+00
0aa813b9-b562-4d4f-a871-67fe5f0f2918,teacher,b139f8a5-d8d8-4cc6-9e25-cc8cb3c011be,6e63ae71-f20c-4d60-89f9-42adcfc5069e,3164,"[{""id"":""053a5791-b140-4e63-9e49-4532a640b649"",""maxScore"":40,""responses"":[{""score"":2,""criteriaId"":""lesson_planning"",""selectedOption"":""Basic lesson plan exists but lacks detail and structure""},{""score"":1,""criteriaId"":""subject_knowledge"",""selectedOption"":""Limited subject knowledge with frequent errors""},{""score"":2,""criteriaId"":""teaching_methods"",""selectedOption"":""Limited variety in teaching methods, mostly teacher-centered""},{""score"":1,""comment"":""Children were distracted."",""criteriaId"":""classroom_management"",""selectedOption"":""Poor classroom control with frequent disruptions""},{""score"":1,""comment"":""child involvement was missing."",""criteriaId"":""student_interaction"",""selectedOption"":""Minimal interaction with students, poor communication""},{""score"":2,""comment"":""The teacher needs practice. She has to be proactive in the class."",""criteriaId"":""assessment_feedback"",""selectedOption"":""Basic assessment with limited feedback""},{""score"":2,""criteriaId"":""technology_integration"",""selectedOption"":""Basic use of technology with limited effectiveness""},{""score"":1,""criteriaId"":""professional_development"",""selectedOption"":""No evidence of professional development activities""},{""score"":1,""criteriaId"":""collaboration"",""selectedOption"":""Works in isolation with no collaboration""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-07-17T08:09:35.696Z"",""totalScore"":16}]",0,2025-07-17 08:09:35.696+00
1070ac42-637f-4a75-bfde-2596cd3971cf,teacher,6f136ab3-4474-4de7-984a-e71d96aa2629,1ca1c2ae-a9bb-4c67-ad8e-b8c87bc7d70b,4867,"[{""id"":""c9b0ddbf-b1fe-48c8-913c-e2b821c1b441"",""maxScore"":40,""responses"":[{""score"":2,""criteriaId"":""lesson_planning"",""selectedOption"":""Basic lesson plan exists but lacks detail and structure""},{""score"":2,""criteriaId"":""subject_knowledge"",""selectedOption"":""Basic subject knowledge with occasional inaccuracies""},{""score"":3,""criteriaId"":""teaching_methods"",""selectedOption"":""Uses multiple teaching strategies with some student engagement""},{""score"":2,""criteriaId"":""classroom_management"",""selectedOption"":""Basic classroom management with some behavioral issues""},{""score"":3,""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":2,""criteriaId"":""assessment_feedback"",""selectedOption"":""Basic assessment with limited feedback""},{""score"":2,""criteriaId"":""technology_integration"",""selectedOption"":""Basic use of technology with limited effectiveness""},{""score"":3,""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-09-30T06:25:04.127Z"",""totalScore"":25}]",0,2025-09-30 06:25:04.127+00
12468e89-c883-431e-af15-3acade1f3134,teacher,ce7b6f1e-2147-480c-939e-01bbb43a011b,e77e009d-1155-4c17-807a-95a97c999270,4739,"[{""id"":""0ffad814-16a6-4430-9443-3cc29d38b3e8"",""maxScore"":40,""responses"":[{""score"":3,""comment"":""The teacher came prepared with materials and vocabulary sentences. However, the sentences used were EVS-based instead of being simple and suited to the students’ level. The introduction lacked related actions."",""criteriaId"":""lesson_planning"",""selectedOption"":""Well-structured lesson plan with clear objectives and activities""},{""score"":3,""comment"":""The teacher understood the topic and explained it, but did not stress or emphasize the pronunciation of new words. Focus should be on helping students clearly understand and say each new word. "",""criteriaId"":""subject_knowledge"",""selectedOption"":""Good subject knowledge with clear explanations""},{""score"":2,""comment"":""The correct vocabulary-building steps were not followed. No actions during introduction, unclear instructions, and incorrect sequence (calling student name before word) reduced the activity’s effectiveness. "",""criteriaId"":""teaching_methods"",""selectedOption"":""Limited variety in teaching methods, mostly teacher-centered""},{""score"":2,""comment"":""Some students were inattentive and moved from the middle instead of following proper directions. The teacher tried to manage but needs firmer control and clearer classroom routine"",""criteriaId"":""classroom_management"",""selectedOption"":""Basic classroom management with some behavioral issues""},{""score"":3,""comment"":""Teacher appreciated and motivated students, which created a positive environment. However, instructions were not clear enough for all students to follow confidently. "",""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":2,""comment"":""Recap or checking of students’ understanding was not observed. The teacher can ask short questions or let students recall words at the end to reinforce learning."",""criteriaId"":""assessment_feedback"",""selectedOption"":""Basic assessment with limited feedback""},{""score"":1,""comment"":""No digital or creative aids were used apart from flashcards. Using visuals, audio, or interactive slides could make vocabulary learning more engaging."",""criteriaId"":""technology_integration"",""selectedOption"":""No use of technology in teaching""},{""score"":3,""comment"":""The teacher showed good effort and willingness to teach. With focused training on stepwise vocabulary-building and sentence simplification, improvement is achievable"",""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""comment"":""Cooperative and open to feedback. Can benefit from sharing ideas with peers to ensure uniform classroom practice. "",""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-10-24T08:18:53.859Z"",""totalScore"":25},{""id"":""ef205312-85fd-4316-8814-4a13f64fd6ae"",""maxScore"":40,""responses"":[{""score"":3,""comment"":""The teacher came prepared with materials and vocabulary sentences. However, the sentences used were EVS-based instead of being simple and suited to the students’ level. The introduction lacked related actions."",""criteriaId"":""lesson_planning"",""selectedOption"":""Well-structured lesson plan with clear objectives and activities""},{""score"":3,""comment"":""The teacher understood the topic and explained it, but did not stress or emphasize the pronunciation of new words. Focus should be on helping students clearly understand and say each new word. "",""criteriaId"":""subject_knowledge"",""selectedOption"":""Good subject knowledge with clear explanations""},{""score"":2,""comment"":""The correct vocabulary-building steps were not followed. No actions during introduction, unclear instructions, and incorrect sequence (calling student name before word) reduced the activity’s effectiveness. "",""criteriaId"":""teaching_methods"",""selectedOption"":""Limited variety in teaching methods, mostly teacher-centered""},{""score"":2,""comment"":""Some students were inattentive and moved from the middle instead of following proper directions. The teacher tried to manage but needs firmer control and clearer classroom routine"",""criteriaId"":""classroom_management"",""selectedOption"":""Basic classroom management with some behavioral issues""},{""score"":3,""comment"":""Teacher appreciated and motivated students, which created a positive environment. However, instructions were not clear enough for all students to follow confidently. "",""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":2,""comment"":""Recap or checking of students’ understanding was not observed. The teacher can ask short questions or let students recall words at the end to reinforce learning."",""criteriaId"":""assessment_feedback"",""selectedOption"":""Basic assessment with limited feedback""},{""score"":1,""comment"":""No digital or creative aids were used apart from flashcards. Using visuals, audio, or interactive slides could make vocabulary learning more engaging."",""criteriaId"":""technology_integration"",""selectedOption"":""No use of technology in teaching""},{""score"":3,""comment"":""The teacher showed good effort and willingness to teach. With focused training on stepwise vocabulary-building and sentence simplification, improvement is achievable"",""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""comment"":""Cooperative and open to feedback. Can benefit from sharing ideas with peers to ensure uniform classroom practice. "",""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-10-27T09:14:00.352Z"",""totalScore"":25}]",1,2025-10-24 08:18:53.859+00
162cabca-8a7d-4641-a8e2-a0c8b6b8a1e0,teacher,86a74418-d9fe-4dad-8987-517d21b1f90b,d715ae06-3ee6-4f07-a68d-b66c7d5c507c,4129,"[{""id"":""49dc3df2-8e79-4936-bd3f-bef04e521963"",""maxScore"":40,""responses"":[{""score"":1,""criteriaId"":""lesson_planning"",""selectedOption"":""No evidence of lesson planning or preparation""},{""score"":2,""criteriaId"":""subject_knowledge"",""selectedOption"":""Basic subject knowledge with occasional inaccuracies""},{""score"":1,""criteriaId"":""teaching_methods"",""selectedOption"":""Uses only traditional lecture methods with no variety""},{""score"":1,""criteriaId"":""classroom_management"",""selectedOption"":""Poor classroom control with frequent disruptions""},{""score"":2,""criteriaId"":""student_interaction"",""selectedOption"":""Basic interaction with limited student engagement""},{""score"":1,""criteriaId"":""assessment_feedback"",""selectedOption"":""No formal assessment or feedback provided""},{""score"":2,""criteriaId"":""technology_integration"",""selectedOption"":""Basic use of technology with limited effectiveness""},{""score"":1,""criteriaId"":""professional_development"",""selectedOption"":""No evidence of professional development activities""},{""score"":2,""criteriaId"":""collaboration"",""selectedOption"":""Limited collaboration with colleagues""},{""score"":1,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Frequent absences and tardiness affecting teaching quality""}],""timestamp"":""2025-09-23T13:51:18.276Z"",""totalScore"":14},{""id"":""51bad311-4c0c-4294-ba45-9ccf2f6a05c0"",""maxScore"":40,""responses"":[{""score"":2,""criteriaId"":""lesson_planning"",""selectedOption"":""Basic lesson plan exists but lacks detail and structure""},{""score"":3,""criteriaId"":""subject_knowledge"",""selectedOption"":""Good subject knowledge with clear explanations""},{""score"":3,""criteriaId"":""teaching_methods"",""selectedOption"":""Uses multiple teaching strategies with some student engagement""},{""score"":3,""criteriaId"":""classroom_management"",""selectedOption"":""Good classroom management with clear rules and procedures""},{""score"":3,""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":3,""criteriaId"":""assessment_feedback"",""selectedOption"":""Regular assessment with constructive feedback""},{""score"":3,""criteriaId"":""technology_integration"",""selectedOption"":""Good integration of technology to enhance learning""},{""score"":3,""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-09-23T13:52:17.062Z"",""totalScore"":29}]",1,2025-09-23 13:51:18.277+00
18ac5251-1203-434c-ab56-0efde3d50bf7,teacher,6cb9ac89-4db5-4899-88b4-c5d2fbf35bc0,a62638b1-d73d-4331-b89d-1b478bbd6d1b,4278,"[{""id"":""b3bbe9e1-9edc-46bf-aa05-c205fb4317d2"",""maxScore"":36,""responses"":[{""score"":3,""criteriaId"":""lesson_planning"",""selectedOption"":""Well-structured lesson plan with clear objectives and activities""},{""score"":2,""criteriaId"":""subject_knowledge"",""selectedOption"":""Basic subject knowledge with occasional inaccuracies""},{""score"":2,""criteriaId"":""teaching_methods"",""selectedOption"":""Limited variety in teaching methods, mostly teacher-centered""},{""score"":3,""criteriaId"":""classroom_management"",""selectedOption"":""Good classroom management with clear rules and procedures""},{""score"":3,""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":3,""criteriaId"":""assessment_feedback"",""selectedOption"":""Regular assessment with constructive feedback""},{""score"":0,""comment"":""Didn't observe during the Audit"",""criteriaId"":""technology_integration"",""selectedOption"":""Not Applicable""},{""score"":3,""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-09-09T10:05:12.236Z"",""totalScore"":25}]",0,2025-09-09 10:05:12.236+00
1a9bbc6a-2660-4ee0-9e57-f5de8370e313,teacher,0fb4caac-3746-4a93-84e9-6d866d51f94a,a62638b1-d73d-4331-b89d-1b478bbd6d1b,4713,"[{""id"":""6c109bc3-9bef-4229-b3f7-906428ed4aeb"",""maxScore"":36,""responses"":[{""score"":4,""criteriaId"":""lesson_planning"",""selectedOption"":""Comprehensive lesson plan with differentiated activities and assessment strategies""},{""score"":3,""criteriaId"":""subject_knowledge"",""selectedOption"":""Good subject knowledge with clear explanations""},{""score"":3,""criteriaId"":""teaching_methods"",""selectedOption"":""Uses multiple teaching strategies with some student engagement""},{""score"":3,""criteriaId"":""classroom_management"",""selectedOption"":""Good classroom management with clear rules and procedures""},{""score"":3,""criteriaId"":""student_interaction"",""selectedOption"":""Good communication with regular student interaction""},{""score"":3,""criteriaId"":""assessment_feedback"",""selectedOption"":""Regular assessment with constructive feedback""},{""score"":0,""comment"":""Didn't observed during the Audit "",""criteriaId"":""technology_integration"",""selectedOption"":""Not Applicable""},{""score"":3,""criteriaId"":""professional_development"",""selectedOption"":""Regular participation in professional development activities""},{""score"":3,""criteriaId"":""collaboration"",""selectedOption"":""Good collaboration and teamwork with staff""},{""score"":3,""criteriaId"":""punctuality_attendance"",""selectedOption"":""Good attendance and punctuality with rare absences""}],""timestamp"":""2025-09-09T09:56:30.302Z"",""totalScore"":28}]",0,2025-09-09 09:56:30.303+00
